ID, Ano Nascimento, Escolaridade, Estado Civil, Renda Anual, Vinhos, Carnes, Compras em Sites, Compras em Lojas Físicas
8910, 1955, Graduation, Together, 42586.0, 194, 2, 5, 1
4541, 1955, Graduation, Together, 38946.0, 116, 6, 2, 1
2829, 1955, Graduation, Married, 65210.0, 626, 0, 2, 3
6086, 1955, Graduation, Married, 80395.0, 445, 25, 1, 5
7972, 1955, Graduation, Single, 72906.0, 400, 32, 1, 4
254, 1955, Graduation, Together, 53863.0, 399, 4, 3, 1
9058, 1955, Graduation, Widow, 79800.0, 1060, 21, 1, 11
2730, 1955, Graduation, Single, 80317.0, 536, 11, 1, 4
7192, 1955, Graduation, Together, 65748.0, 172, 73, 2, 4
4351, 1955, Graduation, Divorced, 37244.0, 18, 2, 1, 1
10965, 1955, Graduation, Together, 76005.0, 983, 20, 1, 5
10905, 1955, Graduation, Together, 42586.0, 194, 2, 5, 1
2061, 1955, Graduation, Married, 50737.0, 78, 0, 1, 0
221, 1955, Graduation, Married, 48726.0, 138, 3, 3, 2
5185, 1955, Graduation, Married, 74268.0, 199, 66, 1, 3
9729, 1955, Graduation, Widow, 58275.0, 189, 10, 6, 2
2276, 1955, Graduation, Single, 57959.0, 430, 16, 5, 7
9743, 1955, Graduation, Married, 76998.0, 1449, 89, 2, 8
3277, 1955, Graduation, Divorced, 49431.0, 219, 3, 2, 1
9904, 1956, Graduation, Married, 71391.0, 336, 123, 5, 5
8091, 1956, Graduation, Married, 63943.0, 423, 184, 1, 4
2677, 1956, Graduation, Together, 46097.0, 72, 24, 5, 1
3790, 1956, Graduation, Together, 34633.0, 8, 1, 1, 0
8629, 1956, Graduation, Widow, 46984.0, 19, 1, 1, 0
5519, 1956, Graduation, Together, 64090.0, 316, 58, 1, 9
975, 1956, Graduation, Single, 54252.0, 178, 4, 5, 1
4808, 1956, Graduation, Married, 15759.0, 1, 2, 1, 0
3445, 1956, Graduation, Single, 60714.0, 216, 162, 2, 4
10091, 1956, Graduation, Single, 60230.0, 520, 20, 2, 3
2712, 1956, Graduation, Married, 71866.0, 184, 178, 1, 3
8477, 1956, Graduation, Divorced, 26150.0, 5, 1, 1, 0
9097, 1956, Graduation, Divorced, 46086.0, 244, 8, 4, 1
9167, 1956, Graduation, Married, 67131.0, 465, 71, 3, 2
8432, 1956, Graduation, Together, 54450.0, 454, 0, 12, 2
1619, 1956, Graduation, Married, 90369.0, 292, 51, 1, 6
10307, 1956, Graduation, Married, 50387.0, 369, 9, 3, 2
5430, 1956, Graduation, Together, 54450.0, 454, 0, 12, 2
3138, 1956, Graduation, Single, 91249.0, 1324, 27, 0, 9
10448, 1956, Graduation, Single, 46998.0, 172, 41, 5, 3
8707, 1956, Graduation, Married, 79456.0, 565, 42, 1, 6
9797, 1956, Graduation, Married, 58116.0, 228, 19, 2, 3
4817, 1956, Graduation, Divorced, 22304.0, 3, 2, 1, 0
4954, 1956, Graduation, Married, 48195.0, 106, 27, 6, 2
178, 1956, Graduation, Married, 62503.0, 478, 0, 4, 3
7352, 1957, Graduation, Married, 55267.0, 161, 28, 4, 4
7274, 1957, Graduation, Married, 78618.0, 736, 163, 1, 7
2579, 1957, Graduation, Married, 71113.0, 495, 33, 4, 7
11188, 1957, Graduation, Together, 26091.0, 15, 10, 3, 1
7214, 1957, Graduation, Married, 62187.0, 792, 0, 1, 8
8387, 1957, Graduation, Married, 43140.0, 134, 8, 1, 1
5644, 1957, Graduation, Together, 42213.0, 309, 3, 2, 1
4188, 1957, Graduation, Single, 36864.0, 204, 5, 3, 2
5221, 1957, Graduation, Married, 52852.0, 714, 8, 4, 7
591, 1957, Graduation, Widow, 66033.0, 293, 35, 2, 3
3152, 1957, Graduation, Together, 26091.0, 15, 10, 3, 1
332, 1957, Graduation, Married, 47743.0, 198, 2, 3, 1
1867, 1957, Graduation, Single, 64849.0, 652, 48, 1, 3
8619, 1957, Graduation, Together, 21994.0, 9, 0, 1, 0
4452, 1957, Graduation, Single, 50388.0, 292, 6, 4, 1
8614, 1957, Graduation, Widow, 65486.0, 245, 19, 1, 2
2115, 1957, Graduation, Together, 50116.0, 54, 0, 2, 0
8430, 1957, Graduation, Together, 21994.0, 9, 0, 1, 0
9727, 1957, Graduation, Married, 23539.0, 4, 24, 1, 0
9790, 1957, Graduation, Single, 78499.0, 912, 72, 1, 3
977, 1957, Graduation, Together, 47320.0, 200, 19, 6, 1
7118, 1957, Graduation, Married, 73803.0, 833, 80, 2, 5
5524, 1957, Graduation, Single, 58138.0, 635, 88, 3, 10
3025, 1958, Graduation, Single, 49967.0, 212, 6, 3, 1
1463, 1958, Graduation, Single, 45160.0, 8, 2, 1, 0
7998, 1958, Graduation, Together, 28087.0, 53, 8, 3, 2
1399, 1958, Graduation, Married, 72905.0, 407, 114, 1, 7
10832, 1958, Graduation, Together, 46610.0, 288, 10, 1, 1
3483, 1958, Graduation, Married, 48192.0, 1039, 43, 3, 8
10928, 1958, Graduation, Together, 66886.0, 315, 4, 2, 1
25, 1958, Graduation, Married, 65148.0, 460, 35, 2, 6
2002, 1958, Graduation, Divorced, 71964.0, 587, 51, 1, 6
4682, 1958, Graduation, Married, 51876.0, 99, 27, 1, 2
3759, 1958, Graduation, Together, 65196.0, 743, 19, 2, 6
3262, 1958, Graduation, Single, 68281.0, 995, 112, 1, 9
9940, 1958, Graduation, Together, 64961.0, 382, 114, 2, 4
9284, 1958, Graduation, Together, 53977.0, 620, 16, 5, 5
6439, 1958, Graduation, Married, 61074.0, 789, 0, 7, 5
5827, 1958, Graduation, Divorced, 35246.0, 36, 0, 4, 1
5046, 1958, Graduation, Divorced, 78331.0, 756, 138, 2, 6
4790, 1958, Graduation, Divorced, 79803.0, 574, 8, 1, 3
8624, 1958, Graduation, Married, 81320.0, 183, 33, 1, 3
4477, 1958, Graduation, Together, 69096.0, 247, 49, 1, 2
10164, 1958, Graduation, Single, 94472.0, 1017, 33, 1, 5
10476, 1958, Graduation, Married, 67267.0, 134, 11, 1, 2
10128, 1958, Graduation, Together, 53977.0, 620, 16, 5, 5
3265, 1959, Graduation, Married, 35701.0, 21, 1, 1, 0
4607, 1959, Graduation, Together, 71367.0, 227, 23, 1, 5
6312, 1959, Graduation, Married, 65031.0, 258, 107, 4, 3
7801, 1959, Graduation, Together, 54753.0, 197, 107, 3, 2
2591, 1959, Graduation, Widow, 76320.0, 526, 35, 2, 3
6097, 1959, Graduation, Single, 50664.0, 313, 8, 9, 1
7966, 1959, Graduation, Single, 80982.0, 505, 137, 3, 5
9860, 1959, Graduation, Together, 44911.0, 159, 0, 3, 1
8939, 1959, Graduation, Divorced, 61250.0, 382, 138, 6, 2
6343, 1959, Graduation, Married, 79823.0, 835, 73, 1, 9
4086, 1959, Graduation, Married, 18690.0, 6, 1, 1, 1
8086, 1959, Graduation, Married, 42243.0, 48, 0, 2, 0
4268, 1959, Graduation, Married, 53154.0, 129, 0, 1, 1
4944, 1959, Graduation, Together, 71367.0, 227, 23, 1, 5
9353, 1959, Graduation, Single, 62450.0, 515, 47, 2, 5
4179, 1959, Graduation, Together, 24221.0, 8, 9, 1, 1
10492, 1959, Graduation, Together, 38285.0, 2, 0, 1, 0
3717, 1959, Graduation, Married, 61180.0, 403, 24, 2, 5
10364, 1959, Graduation, Divorced, 23295.0, 0, 0, 1, 0
9500, 1959, Graduation, Married, 58113.0, 221, 104, 3, 2
2125, 1959, Graduation, Divorced, 63033.0, 194, 61, 1, 4
9483, 1959, Graduation, Together, 57957.0, 290, 59, 7, 6
3174, 1959, Graduation, Together, 87771.0, 1492, 38, 1, 10
10678, 1959, Graduation, Together, 71232.0, 653, 17, 2, 2
3712, 1959, Graduation, Divorced, 52332.0, 212, 5, 1, 2
5536, 1959, Graduation, Together, 87771.0, 1492, 38, 1, 10
10826, 1959, Graduation, Married, 18690.0, 6, 1, 1, 1
10304, 1959, Graduation, Married, 18690.0, 6, 1, 1, 1
10556, 1959, Graduation, Married, 54984.0, 173, 13, 4, 1
9463, 1959, Graduation, Together, 71706.0, 931, 56, 4, 5
10770, 1959, Graduation, Married, 65492.0, 247, 161, 2, 7
8908, 1959, Graduation, Married, 87195.0, 217, 76, 1, 11
3536, 1960, Graduation, Together, 19740.0, 7, 11, 2, 1
7787, 1960, Graduation, Together, 62807.0, 526, 28, 3, 3
6202, 1960, Graduation, Together, 63381.0, 571, 50, 4, 5
8147, 1960, Graduation, Married, 31454.0, 28, 0, 3, 0
5268, 1960, Graduation, Married, 29440.0, 17, 8, 2, 0
2315, 1960, Graduation, Divorced, 58401.0, 10, 0, 1, 2
10151, 1960, Graduation, Divorced, 62204.0, 317, 46, 1, 5
800, 1960, Graduation, Together, 44512.0, 23, 1, 2, 0
3856, 1960, Graduation, Together, 63381.0, 571, 50, 4, 5
615, 1960, Graduation, Together, 30507.0, 65, 36, 1, 1
6336, 1960, Graduation, Married, 29315.0, 13, 2, 4, 0
9723, 1960, Graduation, Married, 67716.0, 530, 142, 4, 4
7247, 1960, Graduation, Widow, 47916.0, 505, 0, 5, 4
2453, 1960, Graduation, Together, 62807.0, 526, 28, 3, 3
5125, 1960, Graduation, Married, 79530.0, 333, 0, 1, 10
8805, 1960, Graduation, Single, 48904.0, 283, 10, 4, 2
4547, 1960, Graduation, Together, 13672.0, 6, 2, 2, 0
1277, 1960, Graduation, Together, 78468.0, 434, 22, 1, 7
6497, 1960, Graduation, Married, 51651.0, 293, 6, 4, 2
4299, 1960, Graduation, Together, 70971.0, 1001, 17, 7, 11
7959, 1961, Graduation, Married, 79410.0, 658, 80, 1, 2
8395, 1961, Graduation, Single, 82014.0, 980, 37, 1, 6
10150, 1961, Graduation, Single, 86429.0, 464, 28, 0, 4
10888, 1961, Graduation, Single, 45938.0, 273, 11, 2, 4
11166, 1961, Graduation, Married, 49678.0, 229, 5, 2, 2
10277, 1961, Graduation, Single, 30081.0, 36, 0, 1, 0
4094, 1961, Graduation, Married, 60544.0, 201, 2, 4, 1
11092, 1961, Graduation, Married, 27116.0, 12, 1, 2, 0
8588, 1961, Graduation, Married, 60544.0, 201, 2, 4, 1
3104, 1961, Graduation, Single, 82332.0, 830, 59, 1, 3
6642, 1961, Graduation, Divorced, 27215.0, 30, 5, 4, 1
1, 1961, Graduation, Single, 57091.0, 464, 5, 1, 3
9595, 1961, Graduation, Together, 64260.0, 539, 169, 1, 5
4415, 1961, Graduation, Married, 16860.0, 10, 4, 3, 1
11025, 1961, Graduation, Married, 36443.0, 65, 0, 4, 1
6421, 1961, Graduation, Together, 88347.0, 1050, 178, 1, 7
4442, 1961, Graduation, Single, 46524.0, 31, 19, 2, 1
4138, 1962, Graduation, Single, 76624.0, 411, 106, 1, 10
6768, 1962, Graduation, Divorced, 37859.0, 22, 1, 2, 0
8690, 1962, Graduation, Married, 86111.0, 399, 28, 1, 7
8825, 1962, Graduation, Together, 51195.0, 230, 14, 8, 2
4201, 1962, Graduation, Single, 57967.0, 229, 7, 5, 2
5955, 1962, Graduation, Together, 72025.0, 833, 33, 1, 3
2415, 1962, Graduation, Together, 62568.0, 362, 17, 3, 3
4437, 1962, Graduation, Married, 65316.0, 112, 6, 2, 2
10286, 1962, Graduation, Married, 83715.0, 318, 8, 1, 8
944, 1962, Graduation, Married, 56181.0, 121, 103, 1, 2
4998, 1962, Graduation, Together, 76081.0, 292, 30, 1, 5
8461, 1962, Graduation, Divorced, 46102.0, 14, 0, 1, 0
7321, 1962, Graduation, Together, 76081.0, 292, 30, 1, 5
3523, 1962, Graduation, Together, 75072.0, 583, 34, 2, 4
9120, 1962, Graduation, Single, 66565.0, 747, 10, 4, 2
1490, 1962, Graduation, Married, 55759.0, 675, 0, 5, 3
1945, 1962, Graduation, Married, 71434.0, 711, 36, 3, 4
9386, 1962, Graduation, Together, 50127.0, 274, 0, 1, 1
7079, 1962, Graduation, Divorced, 63887.0, 897, 23, 5, 6
2286, 1962, Graduation, Single, 50785.0, 64, 1, 2, 1
3834, 1962, Graduation, Single, 69627.0, 231, 161, 2, 2
5995, 1962, Graduation, Divorced, 39552.0, 165, 3, 7, 2
5796, 1963, Graduation, Married, 77437.0, 560, 21, 1, 5
1065, 1963, Graduation, Single, 80695.0, 557, 129, 1, 8
55, 1963, Graduation, Together, 56253.0, 509, 0, 4, 2
3855, 1963, Graduation, Married, 22419.0, 30, 3, 1, 2
5011, 1963, Graduation, Divorced, 68118.0, 595, 23, 2, 9
9739, 1963, Graduation, Single, 34377.0, 62, 0, 2, 2
2895, 1963, Graduation, Single, 49980.0, 104, 1, 2, 1
7059, 1963, Graduation, Married, 80124.0, 483, 84, 1, 7
10967, 1963, Graduation, Divorced, 33378.0, 33, 6, 3, 0
10352, 1963, Graduation, Widow, 34213.0, 50, 4, 3, 1
5636, 1963, Graduation, Single, 30983.0, 51, 4, 1, 0
1225, 1963, Graduation, Married, 80124.0, 483, 84, 1, 7
9460, 1963, Graduation, Married, 22419.0, 30, 3, 1, 2
3595, 1963, Graduation, Together, 77226.0, 631, 43, 2, 8
9973, 1963, Graduation, Married, 50437.0, 370, 9, 3, 1
6168, 1963, Graduation, Divorced, 45146.0, 33, 0, 2, 1
2891, 1963, Graduation, Divorced, 68118.0, 595, 23, 2, 9
7019, 1963, Graduation, Together, 54414.0, 109, 18, 4, 1
6694, 1964, Graduation, Married, 75236.0, 438, 66, 1, 3
2942, 1964, Graduation, Single, 45906.0, 305, 3, 2, 4
10637, 1964, Graduation, Married, 40800.0, 24, 0, 2, 0
4702, 1964, Graduation, Single, 61839.0, 1000, 155, 1, 8
10955, 1964, Graduation, Widow, 85620.0, 416, 46, 1, 6
5909, 1964, Graduation, Married, 58512.0, 895, 10, 5, 4
1992, 1964, Graduation, Married, 60597.0, 522, 0, 4, 2
5389, 1964, Graduation, Married, 48920.0, 238, 17, 3, 2
5589, 1964, Graduation, Divorced, 51983.0, 631, 0, 3, 2
8602, 1964, Graduation, Divorced, 69932.0, 412, 172, 2, 6
3130, 1964, Graduation, Single, 18701.0, 12, 4, 4, 0
8310, 1964, Graduation, Together, 68142.0, 897, 126, 3, 4
2661, 1964, Graduation, Single, 18701.0, 12, 4, 4, 0
1137, 1964, Graduation, Single, 81246.0, 398, 190, 1, 5
8439, 1964, Graduation, Together, 63404.0, 734, 26, 2, 3
405, 1964, Graduation, Divorced, 41638.0, 315, 0, 4, 5
574, 1964, Graduation, Married, 42523.0, 14, 36, 1, 1
7533, 1964, Graduation, Married, 49096.0, 144, 1, 4, 1
3266, 1964, Graduation, Married, 42523.0, 14, 36, 1, 1
3406, 1964, Graduation, Single, 45989.0, 138, 33, 4, 2
5278, 1964, Graduation, Married, 82224.0, 307, 26, 1, 9
48, 1964, Graduation, Together, 55761.0, 136, 1, 2, 1
5232, 1965, Graduation, Married, 69139.0, 86, 12, 1, 1
988, 1965, Graduation, Married, 81168.0, 410, 0, 1, 4
232, 1965, Graduation, Single, 61559.0, 279, 83, 1, 2
945, 1965, Graduation, Together, 36317.0, 87, 3, 2, 0
10451, 1965, Graduation, Together, 29672.0, 9, 1, 1, 0
9362, 1965, Graduation, Single, 69263.0, 492, 5, 1, 1
10466, 1965, Graduation, Married, 44393.0, 24, 2, 2, 0
4141, 1965, Graduation, Together, 71613.0, 426, 49, 1, 2
6218, 1965, Graduation, Married, 59594.0, 457, 4, 1, 1
4252, 1965, Graduation, Married, 44375.0, 213, 5, 1, 1
10157, 1965, Graduation, Single, 59686.0, 89, 15, 1, 1
6652, 1965, Graduation, Married, 77343.0, 227, 151, 1, 4
246, 1965, Graduation, Married, 66480.0, 199, 9, 7, 1
3535, 1965, Graduation, Single, 66294.0, 251, 108, 1, 3
10936, 1965, Graduation, Married, 72190.0, 597, 166, 1, 6
4198, 1965, Graduation, Together, 29672.0, 9, 1, 1, 0
9451, 1965, Graduation, Married, 73538.0, 811, 76, 3, 4
9560, 1965, Graduation, Together, 83003.0, 856, 61, 1, 6
1618, 1965, Graduation, Together, 56046.0, 577, 0, 2, 1
8553, 1965, Graduation, Married, 44300.0, 30, 0, 2, 0
3955, 1965, Graduation, Divorced, 4861.0, 2, 1, 0, 0
8897, 1965, Graduation, Single, 42720.0, 392, 5, 8, 3
194, 1965, Graduation, Married, 48006.0, 23, 0, 1, 0
2471, 1965, Graduation, Married, 61482.0, 48, 58, 1, 2
9999, 1965, Graduation, Together, 75276.0, 610, 105, 1, 4
1045, 1965, Graduation, Together, 52117.0, 112, 10, 2, 2
5748, 1965, Graduation, Married, 59754.0, 115, 27, 3, 2
3011, 1965, Graduation, Married, 69139.0, 86, 12, 1, 1
5610, 1965, Graduation, Together, 33456.0, 7, 3, 2, 0
6673, 1965, Graduation, Single, 23478.0, 28, 6, 1, 0
3696, 1965, Graduation, Divorced, 30630.0, 27, 1, 2, 0
10127, 1965, Graduation, Married, 58692.0, 301, 11, 1, 2
4554, 1965, Graduation, Together, 47009.0, 171, 45, 4, 2
10383, 1966, Graduation, Divorced, 70287.0, 295, 35, 1, 5
10102, 1966, Graduation, Widow, 79946.0, 395, 183, 1, 11
7396, 1966, Graduation, Married, 80398.0, 342, 51, 1, 8
868, 1966, Graduation, Married, 44794.0, 54, 0, 1, 0
1158, 1966, Graduation, Divorced, 48877.0, 102, 1, 1, 0
1245, 1966, Graduation, Single, 63810.0, 977, 12, 4, 3
6281, 1966, Graduation, Divorced, 55686.0, 673, 0, 2, 3
4370, 1966, Graduation, Together, 43482.0, 18, 1, 3, 0
4168, 1966, Graduation, Single, 37070.0, 231, 7, 9, 1
5543, 1966, Graduation, Together, 57811.0, 545, 7, 5, 2
2561, 1966, Graduation, Single, 63810.0, 977, 12, 4, 3
10129, 1966, Graduation, Together, 82427.0, 482, 147, 1, 5
2493, 1966, Graduation, Married, 61286.0, 356, 0, 2, 1
2639, 1966, Graduation, Single, 43602.0, 19, 5, 3, 1
6609, 1966, Graduation, Widow, 27038.0, 1, 26, 1, 0
3934, 1966, Graduation, Married, 61286.0, 356, 0, 2, 1
966, 1966, Graduation, Married, 44529.0, 538, 13, 6, 2
7212, 1966, Graduation, Married, 44794.0, 54, 0, 1, 0
3007, 1966, Graduation, Together, 37758.0, 27, 2, 2, 0
11112, 1966, Graduation, Together, 70713.0, 736, 114, 6, 6
3050, 1966, Graduation, Married, 54198.0, 185, 0, 6, 1
5513, 1966, Graduation, Together, 37758.0, 27, 2, 2, 0
6749, 1966, Graduation, Single, 86358.0, 957, 47, 4, 3
9699, 1966, Graduation, Divorced, 67272.0, 357, 35, 3, 2
5841, 1966, Graduation, Together, 60894.0, 606, 7, 5, 3
6798, 1966, Graduation, Single, 37070.0, 231, 7, 9, 1
4706, 1966, Graduation, Single, 34704.0, 29, 0, 1, 0
6679, 1966, Graduation, Single, 33279.0, 10, 3, 1, 0
6887, 1967, Graduation, Single, 79146.0, 245, 16, 2, 1
6445, 1967, Graduation, Together, 66825.0, 243, 101, 1, 5
606, 1967, Graduation, Single, 25930.0, 6, 1, 1, 0
10870, 1967, Graduation, Married, 61223.0, 709, 43, 2, 3
10598, 1967, Graduation, Together, 27943.0, 12, 1, 3, 0
5837, 1967, Graduation, Married, 51479.0, 247, 8, 7, 3
771, 1967, Graduation, Together, 54178.0, 135, 9, 1, 2
1386, 1967, Graduation, Together, 32474.0, 10, 0, 1, 0
7500, 1967, Graduation, Single, 79146.0, 245, 16, 2, 1
2826, 1967, Graduation, Married, 22574.0, 25, 0, 2, 0
3388, 1967, Graduation, Divorced, 70844.0, 129, 26, 5, 1
5831, 1967, Graduation, Married, 77870.0, 1017, 50, 3, 5
10402, 1967, Graduation, Married, 35441.0, 25, 1, 2, 0
6222, 1967, Graduation, Married, 22574.0, 25, 0, 2, 0
6327, 1967, Graduation, Together, 65777.0, 565, 32, 1, 8
2694, 1967, Graduation, Married, 42664.0, 21, 0, 1, 0
4910, 1967, Graduation, Divorced, 68743.0, 1132, 134, 1, 5
641, 1967, Graduation, Single, 52074.0, 59, 0, 1, 2
6409, 1967, Graduation, Divorced, 57136.0, 267, 140, 1, 5
1991, 1967, Graduation, Together, 44931.0, 78, 0, 1, 1
4640, 1967, Graduation, Divorced, 70647.0, 561, 85, 2, 7
6931, 1967, Graduation, Divorced, 76982.0, 464, 151, 1, 3
9648, 1967, Graduation, Single, 46904.0, 153, 4, 4, 1
10992, 1967, Graduation, Together, 75702.0, 650, 28, 5, 6
313, 1968, Graduation, Widow, 73455.0, 901, 61, 1, 5
6892, 1968, Graduation, Divorced, 61671.0, 641, 7, 8, 4
7842, 1968, Graduation, Single, 36065.0, 18, 7, 3, 0
9645, 1968, Graduation, Married, 64590.0, 920, 138, 1, 4
5959, 1968, Graduation, Single, 35893.0, 158, 0, 6, 1
3767, 1968, Graduation, Married, 61314.0, 378, 0, 2, 5
850, 1968, Graduation, Single, 70566.0, 381, 28, 2, 5
7124, 1968, Graduation, Divorced, 36997.0, 43, 4, 5, 1
4749, 1968, Graduation, Together, 58554.0, 368, 24, 6, 2
9166, 1968, Graduation, Married, 63967.0, 387, 84, 3, 4
2570, 1968, Graduation, Together, 56534.0, 691, 7, 4, 4
10424, 1968, Graduation, Single, 75922.0, 265, 138, 1, 4
6263, 1968, Graduation, Together, 35322.0, 28, 9, 3, 0
10176, 1968, Graduation, Single, 57107.0, 159, 0, 7, 4
9206, 1968, Graduation, Together, 77382.0, 491, 48, 2, 7
9671, 1968, Graduation, Married, 19514.0, 14, 3, 4, 1
1343, 1968, Graduation, Together, 58554.0, 368, 24, 6, 2
8159, 1968, Graduation, Married, 51287.0, 117, 0, 3, 1
3798, 1968, Graduation, Married, 41120.0, 24, 2, 3, 1
7286, 1968, Graduation, Together, 41728.0, 13, 6, 1, 0
803, 1968, Graduation, Together, 40521.0, 12, 0, 1, 1
8523, 1968, Graduation, Married, 19329.0, 24, 1, 3, 0
7381, 1968, Graduation, Divorced, 75693.0, 797, 153, 1, 4
10951, 1968, Graduation, Married, 45688.0, 279, 0, 2, 1
8975, 1968, Graduation, Married, 19514.0, 14, 3, 4, 1
1404, 1968, Graduation, Together, 34916.0, 51, 23, 4, 1
5564, 1969, Graduation, Together, 62882.0, 509, 133, 2, 5
9862, 1969, Graduation, Together, 21918.0, 1, 6, 2, 0
10591, 1969, Graduation, Widow, 43638.0, 63, 10, 2, 1
7892, 1969, Graduation, Single, 18589.0, 6, 4, 2, 1
8562, 1969, Graduation, Together, 54165.0, 127, 4, 1, 1
697, 1969, Graduation, Together, 74918.0, 972, 59, 1, 9
5847, 1969, Graduation, Divorced, 69901.0, 312, 21, 3, 3
7254, 1969, Graduation, Together, 38361.0, 39, 0, 3, 1
2004, 1969, Graduation, Single, 72679.0, 619, 54, 1, 7
7947, 1969, Graduation, Married, 42231.0, 24, 0, 1, 0
2807, 1969, Graduation, Married, 56796.0, 656, 38, 3, 9
5252, 1969, Graduation, Divorced, 23910.0, 16, 12, 1, 0
8775, 1969, Graduation, Together, 38361.0, 39, 0, 3, 1
2075, 1969, Graduation, Married, 72460.0, 377, 10, 1, 5
9888, 1969, Graduation, Together, 68695.0, 458, 81, 1, 4
1052, 1969, Graduation, Married, 56796.0, 656, 38, 3, 9
271, 1969, Graduation, Widow, 40590.0, 154, 0, 5, 4
2261, 1969, Graduation, Married, 26304.0, 4, 1, 1, 0
4399, 1969, Graduation, Together, 68695.0, 458, 81, 1, 4
5621, 1969, Graduation, Married, 48752.0, 73, 57, 5, 1
7699, 1969, Graduation, Widow, 40590.0, 154, 0, 5, 4
7987, 1969, Graduation, Married, 65747.0, 346, 17, 4, 1
78, 1969, Graduation, Married, 25293.0, 15, 0, 1, 1
3667, 1969, Graduation, Married, 80952.0, 778, 178, 1, 5
10785, 1969, Graduation, Married, 44078.0, 24, 1, 2, 0
6404, 1969, Graduation, Together, 58917.0, 151, 7, 5, 1
2683, 1969, Graduation, Married, 52413.0, 295, 106, 4, 4
9597, 1969, Graduation, Married, 73448.0, 236, 106, 1, 2
5517, 1969, Graduation, Married, 25293.0, 15, 0, 1, 1
1517, 1969, Graduation, Single, 30822.0, 3, 9, 1, 0
2410, 1969, Graduation, Single, 81657.0, 364, 40, 1, 4
10704, 1969, Graduation, Single, 54803.0, 404, 0, 2, 2
10311, 1969, Graduation, Married, 4428.0, 16, 4, 0, 0
2147, 1969, Graduation, Together, 76653.0, 736, 63, 1, 7
10968, 1969, Graduation, Single, 57731.0, 266, 21, 4, 8
3436, 1969, Graduation, Married, 14045.0, 11, 0, 1, 0
4580, 1969, Graduation, Married, 75759.0, 1394, 22, 1, 7
4297, 1969, Graduation, Together, 23228.0, 13, 2, 2, 0
498, 1970, Graduation, Single, 30015.0, 25, 0, 2, 0
10281, 1970, Graduation, Divorced, 64713.0, 180, 60, 2, 5
10159, 1970, Graduation, Divorced, 58710.0, 440, 81, 6, 5
3389, 1970, Graduation, Married, 69016.0, 726, 53, 4, 9
1160, 1970, Graduation, Married, 13260.0, 9, 4, 4, 0
5710, 1970, Graduation, Together, 40548.0, 110, 0, 2, 1
10914, 1970, Graduation, Single, 24163.0, 4, 1, 2, 0
3507, 1970, Graduation, Single, 76467.0, 676, 161, 2, 5
5544, 1970, Graduation, Single, 67384.0, 957, 40, 2, 8
49, 1970, Graduation, Single, 20587.0, 2, 3, 1, 1
1349, 1970, Graduation, Married, 50447.0, 85, 7, 1, 1
1592, 1970, Graduation, Married, 90765.0, 547, 99, 0, 6
3599, 1970, Graduation, Married, 63684.0, 575, 80, 3, 4
5267, 1970, Graduation, Divorced, 33986.0, 16, 2, 1, 0
4406, 1970, Graduation, Together, 67419.0, 846, 84, 4, 4
4023, 1970, Graduation, Married, 22979.0, 16, 17, 3, 2
7409, 1970, Graduation, Together, 53187.0, 211, 2, 2, 1
3099, 1970, Graduation, Divorced, 44267.0, 183, 5, 5, 2
4557, 1970, Graduation, Together, 22070.0, 10, 7, 2, 2
4860, 1970, Graduation, Single, 24206.0, 7, 2, 1, 0
5848, 1970, Graduation, Together, 81205.0, 724, 74, 1, 6
1357, 1970, Graduation, Together, 74854.0, 856, 59, 7, 5
8945, 1970, Graduation, Divorced, 54137.0, 171, 0, 2, 1
340, 1970, Graduation, Divorced, 72967.0, 158, 35, 2, 2
3525, 1970, Graduation, Together, 38200.0, 12, 0, 1, 0
10133, 1970, Graduation, Single, 93790.0, 1302, 68, 0, 7
4611, 1970, Graduation, Together, 105471.0, 1009, 181, 0, 8
4973, 1970, Graduation, Single, 20587.0, 2, 3, 1, 1
1726, 1970, Graduation, Single, 22585.0, 3, 9, 1, 1
2281, 1970, Graduation, Single, 33697.0, 4, 3, 1, 0
3887, 1970, Graduation, Single, 27242.0, 3, 17, 2, 0
1826, 1970, Graduation, Divorced, 84835.0, 189, 104, 1, 4
5474, 1970, Graduation, Single, 43020.0, 45, 7, 3, 1
9204, 1970, Graduation, Widow, 66731.0, 371, 159, 4, 3
2428, 1970, Graduation, Married, 28164.0, 3, 18, 3, 0
4974, 1970, Graduation, Single, 83273.0, 433, 89, 10, 6
143, 1970, Graduation, Single, 61209.0, 466, 0, 1, 3
9213, 1970, Graduation, Widow, 31880.0, 4, 1, 1, 0
11114, 1970, Graduation, Together, 19656.0, 25, 4, 3, 1
291, 1970, Graduation, Married, 72940.0, 182, 74, 1, 3
2181, 1970, Graduation, Married, 70617.0, 353, 61, 1, 3
4377, 1971, Graduation, Married, 52914.0, 254, 10, 2, 3
6147, 1971, Graduation, Divorced, 25818.0, 5, 2, 1, 1
4042, 1971, Graduation, Divorced, 43300.0, 91, 3, 3, 0
4356, 1971, Graduation, Together, 71819.0, 1224, 28, 3, 3
1606, 1971, Graduation, Together, 38590.0, 3, 1, 1, 0
1968, 1971, Graduation, Widow, 45684.0, 5, 1, 1, 0
1802, 1971, Graduation, Married, 64795.0, 412, 5, 3, 3
10319, 1971, Graduation, Married, 66303.0, 1090, 12, 4, 4
